"Peak_ID","Mass","RT","relation.ship","codadw","charge","peakid","identification"
153,180.0647825,7.03957421833333,"potential bp",0.976610001,NA,153,"""HMDB02825,  C13747,  CPD-12479,  3-7-DIMETHYLXANTHINE,  C07480,  HMDB01860,  HMDB01889,  C07130,  C07131,  1-7-DIMETHYLXANTHINE"""
154,229.9392461,21.3213985166667,"bp",0.995910017,1,154,""
155,228.0037925,10.122489145,"potential bp",0.986319867,NA,155,"""L-XYLULOSE-5-P,  CPD-1825,  CPD0-1115,  CPD0-2468,  L-RIBULOSE-5-P,  D-RIBULOSE-1-P,  CPD-490,  ARABINOSE-5P,  CPD-11650"""
156,99.97402886,10.2329126866667,"bp",0.997330742,1,156,""
157,117.9144183,5.720773815,"bp",0.998058249,1,157,"""CPD-8214,  C13827,  CPD-843"""
158,124.0524385,4.75612597,"oxidation>H2O elimination",0.950892252,NA,158,"""C06730,  HMDB00873,  4-HYDROXY-BENZYL-ALCOHOL,  C01502,  C15572,  3-OH-BENZYL-ALCOHOL,  C03351,  C17467,  HMDB11724,  HMDB01398,  C00727,  CPD-111,  CPD-173,  C02923,  4-METHYLRESORCINOL,  CPD-400,  ORCINOL-CPD,  4-METHYLCATECHOL,  C02323"""
159,119.9114127,5.73790029333333,"bp",0.998116387,1,159,""
160,182.0791342,10.270284745,"bp",0.956007232,1,160,"""MANNITOL,  SORBITOL,  HMDB00765,  HMDB00107,  hexitol,  HMDB00247,  C01722,  C01723,  C01697,  CPD-12810,  CPD-12811,  C01507,  C01489,  HMDB11632,  C00794,  C00393,  C00392,  CPD-357,  CPD-369,  GALACTITOL"""
161,194.0426523,10.9906340133333,"bp",0.992357568,1,161,"""C16245,  C06472,  C06473,  C06477,  C08348,  C08350,  HMDB02704,  5-DEHYDROGLUCONATE,  HMDB00127,  HMDB02545,  C15673,  C01062,  HMDB06334,  StdMix1_72,  C03342,  5K-GLUCONATE,  HMDB11731,  HMDB11732,  C00905,  C00333,  CPD-377,  C00618,  C00558,  HMDB03363,  HMDB03402,  C00191,  C02024"""
162,228.0037866,10.1226396883333,"bp",0.988045427,1,162,"""L-XYLULOSE-5-P,  CPD-1825,  CPD0-1115,  CPD0-2468,  L-RIBULOSE-5-P,  D-RIBULOSE-1-P,  CPD-490,  ARABINOSE-5P,  CPD-11650"""
163,102.0315915,10.6860811666667,"fragment?",0.994013903,NA,163,"""methylmalonate semialdehyde,  C06002,  C06005,  2-ketobutyric acid,  SUCC-S-ALD,  HMDB00060,  HMDB00005,  3-KETOBUTYRATE,  HMDB02217,  2-OXOBUTANOATE,  StdMix1_88,  succinic acid semialdehyde,  C00349,  CPD-3573,  HMDB01172,  HMDB01259,  StdMix3_6,  StdMix2_62,  C00232,  HMDB03381,  C00109,  CH3-MALONATE-S-ALD,  C00164"""
164,136.0371944,9.34250230166667,"bp",0.981688649,1,164,"""HMDB00943,  HMDB00613,  C01620"""
165,414.2045965,4.00768729666667,"bp",0.9931935,1,165,"""PEPTIDE_393,  C15440,  C15382,  C10658,  C12517,  C12514,  C12515,  C12512,  C12513"""
166,114.0317172,10.7539228133333,"fragment?",0.992676625,NA,166,"""L-ERYTHRO-ASCORBATE,  OXOPENTENOATE,  C07091,  C00596"""
167,200.0838671,4.28198692,"oxidation>H2O elimination",0.965780879,NA,167,"""C08741,  C08458,  C07721,  3-4DH3-4DHFLUORENE,  C14747,  C14298,  C14244"""
168,304.1507482,4.32670535666667,"bp|C13 isotope #1",0.984456757,NA,168,""
169,368.1659432,3.61329788166667,"potential bp",0.962897597,NA,169,"""HMDB02833,  HMDB01032,  C04555"""
170,104.0221342,9.128474385,"bp",0.97965233,1,170,"""C01010,  CPD-578"""
171,255.2280734,3.70182914166667,"257.24-H2",0.980914914,NA,171,""
172,105.0425506,10.9987601433333,"bp",0.958781695,1,172,"""CPD-8150,  HMDB00187,  serine,  D-SERINE,  SER,  STD_SERINE,  StdMix1_34,  C00716,  C00740,  C00065,  HMDB03406"""
173,166.0477571,9.75112744,"bp",0.983469194,1,173,"""HMDB00867,  HMDB00539,  C01687,  C01685,  C05412,  C05411,  C00878,  C00545,  C00502"""
174,249.0572914,5.38856111666667,"potential bp",0.957455475,NA,174,""
175,268.1311461,4.68380551666667,"bp",0.961704164,1,175,""
176,249.0572912,5.62793249833333,"potential bp",0.975534647,NA,176,""
177,102.0680053,4.98610357666667,"bp",0.925467837,1,177,"""HMDB00892,  C08262,  HMDB00718,  CPD-10354,  HMDB02176,  C00803"""
178,189.0177368,4.16380451,"bp|C13 isotope #1",0.97583636,NA,178,""
179,158.1306962,3.999541215,"bp",0.984877518,1,179,"""HMDB00847,  HMDB00798,  C01601"""
180,401.8752245,21.2850372,"potential bp",0.990389208,NA,180,""
181,207.1340999,3.87399770333333,"bp|C13 isotope #1",0.944857939,NA,181,""
182,205.073961,7.08579402166667,"bp",0.974882034,1,182,"""HMDB00671,  indolelactate,  HMDB04096,  C05660,  CPD-12020,  HMDB11621,  C09961,  C10741,  C02043"""
183,203.0583946,7.06926218333333,"bp",0.87529733,1,183,"""C10127,  C00331"""
184,93.93515408,10.124611975,"bp",0.993983857,1,184,""
185,298.752682,3.42994132,"296.74+H2",0.973793993,NA,185,""
186,247.0151209,7.09398997333333,"potential bp",0.967653186,NA,186,""
187,333.1401966,3.74991178666667,"bp",0.954826753,1,187,""
188,138.0317072,5.98350193,"bp",0.991229044,1,188,"""3-HYDROXYBENZOATE,  HMDB00500,  HMDB02466,  HMDB04062,  C05585,  CPD-7616,  HMDB01895,  C10832,  C00805,  CPD-110,  C00587,  C00156,  C16700,  4-hydroxybenzoate"""
189,196.0583087,9.89898616166667,"bp",0.986109866,1,189,"""galactonic acid,  HMDB00565,  HMDB00625,  L-IDONATE,  C15930,  C15931,  D-GALACTONATE,  StdMix1_70,  C03215,  gulonic acid,  C00880,  C00770,  C00800,  C00817,  C00514,  GLUCONATE,  HMDB03290,  C00257,  gluconic acid"""
190,117.9417894,4.06452347,"fragment?",0.982479386,NA,190,""
191,119.0582672,10.3333401083333,"bp",0.975172468,1,191,"""CPD0-1507,  CPD-8151,  HOMO-SER,  HMDB00719,  HMDB00167,  CPD0-1379,  C11108,  CPD-12255,  THR,  D-THREONINE,  STD_THREONINE,  CPD-10303,  HMDB04041,  L-ALLO-THREONINE,  C03678,  StdMix1_28,  threonine,  C05519,  homoserine,  C00820,  C12317,  AMINOBUT-CPD,  CPD-390,  StdMix2_33,  C00263,  C00188,  C02115,  2-METHYL-L-SERINE"""
192,163.9674595,21.3019492,"fragment?",0.993607101,NA,192,""
193,291.0679449,6.093691885,"potential bp",0.987742033,NA,193,""
194,177.0354539,10.3772599033333,"bp|C13 isotope #1",0.945432909,NA,194,""
195,203.0709633,4.25747962,"potential bp",0.964215467,NA,195,""
196,181.0739117,9.84970552,"bp",0.973272833,1,196,"""STD_TYROSINE,  tyrosine,  CPD-8855,  C06420,  HMDB00158,  TYR,  CPD-12740,  CPD-12741,  C01536,  HMDB02184,  C03290,  HMDB06050,  D-TYROSINE,  HMDB01119,  CPD-232,  HMDB03831,  StdMix2_21,  CPD-644,  C00082,  CPD-11757,  CPD-3193,  C04368"""
197,135.9804442,21.4653766833333,"bp",0.989359837,1,197,""
198,233.9320651,22.6930026166667,"potential bp",0.990380847,NA,198,""
199,287.2299216,3.429451795,"bp",0.975264246,2,199,""
200,217.0434376,10.4555860483333,"bp|C13 isotope #1",0.98942622,NA,200,""
201,596.5023785,3.43952856833333,"2-mer",0.979849649,NA,201,""
202,279.2324963,3.39373606166667,"fragment?",0.962648836,NA,202,"""CPD-8478,  CPD-8203,  LINOLEIC_ACID,  9-CIS11-TRANS-OCTADECADIENOATE"""
203,386.1862535,4.04344215666667,"bp",0.970501566,1,203,""
204,166.9863791,5.91063513666667,"bp",0.997351238,1,204,"""CPD-8766,  C14437"""
205,270.2196999,3.48192379833333,"natural alkane chains",0.982221573,NA,205,"""HMDB10733,  methyl-oxo-pentadecanoic acid,  oxohexadecanoic acid,  hydroxy-hexadecenoic acid"""
206,336.0569449,9.435504635,"potential bp",0.956271241,NA,206,""
207,205.9885794,5.42363975666667,"bp",0.99245552,1,207,""
208,295.911012,21.313917,"potential bp",0.994906693,NA,208,""
209,120.0422256,10.7003198233333,"fragment?",0.993972632,NA,209,"""D-ERYTHRULOSE,  C06463,  ERYTHRULOSE,  HMDB00498,  HMDB02601,  HMDB02649,  ERYTHROSE,  HMDB00337,  HMDB00360,  C01796,  HMDB02453,  HMDB06293,  StdMix1_86,  THREOSE,  StdMix2_90,  C02045,  C02022"""
210,116.083735,4.707971325,"bp",0.964941066,1,210,"""HMDB00535,  HMDB00689,  C01585,  C03739,  C12304,  C12313,  C02948,  C12293,  CPD-1132,  TRANS-CYCLOHEXANE-12-DIOL"""
211,280.1310842,4.01119908833333,"fragment?",0.975451177,NA,211,"""LMPR0103730002,  C15514,  C09707,  C09480,  C09346,  LMPR0103540002"""
212,209.9419591,10.2169263266667,"bp",0.989818336,1,212,""
213,237.085874,3.92889943666667,"bp",0.962406048,1,213,"""C06313,  HMDB00468,  HMDB00633,  HMDB00817,  HMDB00238,  HMDB02263,  StdMix3_21,  C03684,  CPD-10819,  C00835,  HMDB01195"""
214,291.0679439,5.68512532166667,"bp",0.994456081,1,214,""
215,296.2352369,3.47409008166667,"double bond",0.97640316,NA,215,"""HMDB10223,  C08318,  C08368,  HMDB04670,  HMDB04667,  HMDB04702,  HMDB04701,  HMDB06939,  epoxyoctadecenoic acid,  hydroxyoctadecadienoic acid,  C14826,  C14825,  C14767,  C14762"""
216,204.0899952,9.28874894,"bp",0.980510425,1,216,"""HMDB00929,  TRP,  tryptophan,  StdMix1_14,  C07839,  C10968,  C10743,  C00807,  C00806,  C14916,  C00525,  C00078,  D-TRYPTOPHAN,  STD_TRYPTOPHAN"""
217,191.9624296,21.2430750333333,"bp",0.995140199,1,217,"""CPD-10880,  CPD-10881,  CPD-10882"""
218,89.04751768,10.6050364666667,"glycine (-H2O)",0.971910198,NA,218,"""L-ALPHA-ALANINE,  CPD-8127,  B-ALANINE,  HMDB00056,  HMDB00161,  C11488,  HMDB00271,  STD_ALANINE,  C01537,  C01538,  C01539,  C01401,  StdMix1_31,  URETHAN,  alanine,  CPD-9383,  HMDB01310,  CPD-244,  StdMix2_30,  C00041,  C00099,  C00213,  D-ALANINE,  C00133,  C02116,  CPD-13407,  SARCOSINE"""
219,289.2458469,3.41639679833333,"fragment?",0.971593819,NA,219,""
220,226.1934624,3.69320720166667,"double bond",0.975952952,NA,220,"""HMDB10732,  C08322,  HMDB00499,  HMDB00521,  HMDB02000,  HMDB05051"""
221,311.9096075,22.8382041666667,"potential bp",0.988991646,NA,221,""
222,95.93224676,10.12512545,"potential bp",0.995769997,NA,222,""
223,483.0948536,9.26536072333333,"potential bp",0.980262747,NA,223,""
224,96.98735348,22.6609997,"potential bp",0.992302898,NA,224,""
225,305.0782399,10.7219837,"hexose",0.947150823,NA,225,"CPD-12137"
226,192.1151661,8.153360255,"bp",0.983875177,1,226,"C09909"
227,118.0630302,6.30678986,"bp",0.977125852,1,227,"""HMDB00410,  HMDB00407,  HMDB00531,  HMDB00642,  HMDB00754,  HMDB00396,  HMDB00351,  HMDB00354,  HMDB02011,  HMDB01863,  HMDB01987,  C02804"""
228,180.0634567,11.6226376416667,"bp",0.968318185,1,228,"""PSICOSE,  FRU,  C06153,  C06152,  GLC,  DE-O-GLUCONATE,  C06465,  C06466,  C06464,  C06467,  C06468,  gulose,  C08351,  C08356,  HMDB00516,  mannose,  HMDB00660,  CPD-8061,  CPD-8060,  CPD-8059,  CPD-8055,  CPD-8054,  CPD-8053,  CPD-8052,  CPD-8050,  CPD0-1200,  TAGATOSE,  HMDB00169,  HMDB00143,  HMDB00122,  HMDB00211,  galactose,  HMDB12326,  HMDB00346,  C01719,  C01720,  C01662,  C01680,  C01934,  C01825,  CPD-12601,  C01906,  C15923,  StdMix3_12,  C01383,  D-TALOSE,  C01582,  C01452,  C01487,  allose,  CPD1UA-5654,  fructose,  StdMix1_85,  ALTROSE,  L-GALACTOSE,  CPD-9569,  CPD-9570,  CPD4FS-6,  HMDB06088,  tagatose,  ALPHA-D-GALACTOSE,  ALPHA-GLUCOSE,  C05003,  C05005,  glucose,  C10906,  CPD-10723,  CPD-10726,  CPD-10727,  CPD-10725,  CPD-10729,  CPD-10730,  CPD0-2485,  CPD0-2486,  C00936,  C00795,  myoinositol,  C00738,  C00737,  C00764,  sorbose,  C00962,  C00984,  CPD-3607,  HMDB01151,  ALLOSE,  IDOSE,  HMDB01266,  scyllytol,  C00031,  C00095,  C00221,  HMDB03345,  C00247,  C00267,  CPD-11613,  CPD-11611,  HMDB03449,  HMDB03418,  MYO-INOSITOL,  BETA-D-FRUCTOSE,  C02782,  C00124,  GULOSE,  C00139,  C00138,  C00137,  C00159,  deoxyarabinohexonic acid,  C02209,  C02210,  D-HAMAMELOSE,  GALACTOSE,  C02336,  MANNOSE"""
229,162.9940184,4.807597055,"fragment?",0.962486552,NA,229,""
230,408.2877542,4.89125357666667,"potential bp",0.940313985,NA,230,"""HMDB00917,  HMDB00865,  HMDB00419,  HMDB00414,  HMDB00415,  HMDB00404,  HMDB00432,  HMDB00427,  HMDB00527,  HMDB00506,  HMDB00505,  HMDB00619,  HMDB00760,  HMDB00395,  HMDB00390,  HMDB00330,  HMDB00326,  HMDB00320,  HMDB00312,  HMDB00376,  HMDB00371,  HMDB00364,  C01558,  C01559,  C17727,  C17726,  C17737,  C17668,  C17667,  C17650,  C17654,  C17657,  C17644,  C17647,  C17649,  CPD-10533,  C00695,  C04661"""
231,396.2149563,3.94189383166667,"bp",0.945187693,1,231,""
232,155.0695124,10.4614729866667,"bp",0.978538214,1,232,"""HIS,  C06419,  HMDB00177,  C01162,  StdMix1_43,  CPD-12151,  histidine,  BACIMETHRIN,  C00769,  C00768,  STD_HISTIDINE,  CPD-670,  C00135"""
233,179.0583337,6.90713219833333,"bp",0.9774489,1,233,"""HMDB00992,  C06339,  C06332,  HMDB00714,  256-TRIHYDROXY-56-DIHYDROQUINOLINE,  C01587,  C01586,  CPD-3192"""
234,237.0693722,3.88311734166667,"potential bp",0.946496891,NA,234,""
235,162.0528662,10.657988565,"bp",0.994332793,1,235,"""C06485,  C06158,  C06159,  CPD-8938,  C18028,  C06474,  C06478,  C06479,  HMDB00640,  C11592,  CPD0-1305,  HMDB00321,  HMDB00368,  HMDB00355,  HMDB00345,  DIETHYLPYROCARBONATE,  C01989,  C03979,  C03827,  L-RHAMNONO-14-LACTONE,  C03761,  C01088,  C03652,  C17209,  L-RHAMNO-14-LACTONE,  C00478,  C02991,  15-ANHYDRO-D-FRUCTOSE,  C02488,  C02492,  C02360,  C16390"""
236,231.0977256,4.25665661,"CO2|C13 isotope #1",0.966746112,NA,236,"""CPD-1771,  CPD-9000"""
237,464.1879633,4.336778655,"potential bp",0.977390302,NA,237,""
238,360.1270456,10.70524616,"hexose",0.976890875,NA,238,""
239,239.0848916,3.62471858166667,"fragment?",0.951943614,NA,239,""
240,102.0315984,9.065457545,"fragment?",0.971230739,NA,240,"""methylmalonate semialdehyde,  C06002,  C06005,  2-ketobutyric acid,  SUCC-S-ALD,  HMDB00060,  HMDB00005,  3-KETOBUTYRATE,  HMDB02217,  2-OXOBUTANOATE,  StdMix1_88,  succinic acid semialdehyde,  C00349,  CPD-3573,  HMDB01172,  HMDB01259,  StdMix3_6,  StdMix2_62,  C00232,  HMDB03381,  C00109,  CH3-MALONATE-S-ALD,  C00164"""
241,185.9752792,21.2243992,"fragment?",0.99518801,NA,241,""
242,150.0528048,9.05209575833333,"bp",0.985844563,1,242,"""ARABINOSE,  C06115,  CPD1A0-6282,  CPD-6001,  C08346,  C08354,  C08353,  CPD-11896,  CPD-11897,  BETA-L-ARABINOSE,  LYXOSE,  HMDB00646,  HMDB00621,  HMDB00751,  HMDB00098,  HMDB12194,  C11476,  C11477,  CPD0-1110,  CPD0-1108,  HMDB00283,  HMDB12325,  HMDB00366,  StdMix3_11,  C01394,  C01396,  C01510,  C01508,  CPD-10330,  C01488,  CPD-12045,  CPD-12046,  CPD-12043,  CPD-12044,  CPD-12049,  CPD-12047,  C05052,  ribose,  L-XYLOSE,  L-RIBULOSE,  CPD-10776,  CPD-10774,  HMDB01644,  C00476,  L-LYXOSE,  C00309,  C00310,  C00312,  APIOSE,  CPD-227,  C00508,  L-XYLULOSE,  StdMix2_70,  C02604,  C00216,  C00259,  HMDB03371,  RIBOSE,  BETA-D-XYLOSE,  C00121,  C00181,  D-XYLULOSE,  C02204,  C02205,  C02479,  XYLOSE,  C02096,  C16639,  PENTOSE-RING,  D-RIBULOSE"""
243,116.0109289,10.6686385183333,"bp",0.963580745,1,243,"""FUM,  HMDB00176,  fumarate,  HMDB00134,  C01384,  StdMix1_53,  maleic acid,  StdMix3_9,  CPD-546,  C00122,  C02150"""
244,160.0480345,4.25586939166667,"fragment?|C13 isotope #1",0.962673782,NA,244,"""C08298,  C03409"""
245,130.0459948,8.16520743166667,"bp|C13 isotope #1",0.98698049,NA,245,""
246,97.98460256,22.6066730333333,"fragment?",0.99480504,NA,246,""
247,133.875139,10.0806961316667,"fragment?",0.993589193,NA,247,""
248,288.237899,3.42132917333333,"290.25-H2",0.969274633,NA,248,""
249,323.1306084,3.90981571666667,"fragment?",0.938185428,NA,249,""
250,581.3335768,4.58774819,"potential bp",0.985241453,NA,250,""
251,77.97697373,22.62166945,"bp",0.995341506,1,251,""
252,217.9885655,12.901898425,"bp",0.969524437,1,252,"""C16199,  HMDB11725"""
253,287.1522496,4.229813195,"bp",0.986289919,1,253,"""C08526,  C11782,  C07239,  C09223,  C12195"""
254,213.0276193,10.0219337816667,"fragment?",0.943788941,NA,254,""
255,130.0266427,9.62304518666667,"132.04-H2",0.994066546,NA,255,"""GLUTARATE,  glutaconic acid,  HMDB00634,  HMDB00620,  HMDB00749,  C01732,  HMDB02092,  CPD-2461,  itaconic acid,  C00433,  C00490,  StdMix3_7,  citraconic acid,  StdMix2_61,  CPD-654,  mesaconic acid,  C02800,  C02214,  C02226,  C02132"""
256,180.0634829,9.43215116,"bp",0.987824537,1,256,"""PSICOSE,  FRU,  C06153,  C06152,  GLC,  DE-O-GLUCONATE,  C06465,  C06466,  C06464,  C06467,  C06468,  gulose,  C08351,  C08356,  HMDB00516,  mannose,  HMDB00660,  CPD-8061,  CPD-8060,  CPD-8059,  CPD-8055,  CPD-8054,  CPD-8053,  CPD-8052,  CPD-8050,  CPD0-1200,  TAGATOSE,  HMDB00169,  HMDB00143,  HMDB00122,  HMDB00211,  galactose,  HMDB12326,  HMDB00346,  C01719,  C01720,  C01662,  C01680,  C01934,  C01825,  CPD-12601,  C01906,  C15923,  StdMix3_12,  C01383,  D-TALOSE,  C01582,  C01452,  C01487,  allose,  CPD1UA-5654,  fructose,  StdMix1_85,  ALTROSE,  L-GALACTOSE,  CPD-9569,  CPD-9570,  CPD4FS-6,  HMDB06088,  tagatose,  ALPHA-D-GALACTOSE,  ALPHA-GLUCOSE,  C05003,  C05005,  glucose,  C10906,  CPD-10723,  CPD-10726,  CPD-10727,  CPD-10725,  CPD-10729,  CPD-10730,  CPD0-2485,  CPD0-2486,  C00936,  C00795,  myoinositol,  C00738,  C00737,  C00764,  sorbose,  C00962,  C00984,  CPD-3607,  HMDB01151,  ALLOSE,  IDOSE,  HMDB01266,  scyllytol,  C00031,  C00095,  C00221,  HMDB03345,  C00247,  C00267,  CPD-11613,  CPD-11611,  HMDB03449,  HMDB03418,  MYO-INOSITOL,  BETA-D-FRUCTOSE,  C02782,  C00124,  GULOSE,  C00139,  C00138,  C00137,  C00159,  deoxyarabinohexonic acid,  C02209,  C02210,  D-HAMAMELOSE,  GALACTOSE,  C02336,  MANNOSE"""
257,195.053233,5.837582935,"bp",0.985983607,1,257,"""C04274,  HMDB00840,  PNP-PROPIONATE,  HMDB02404,  HMDB02016,  HMDB04067,  CPD-6404,  C05604,  C05605,  C05606,  DOPAQUINONE,  HMDB06116,  C07588,  C00822,  HMDB01229"""
258,115.9435707,4.05746644166667,"fragment?",0.990378882,NA,258,""
259,257.0666426,9.837015965,"fragment?",0.966713815,NA,259,""
260,248.0897432,4.11037774666667,"fragment?",0.963345522,NA,260,""
261,335.9037103,21.2975682,"potential bp",0.992106425,NA,261,""
262,174.9647934,22.6315022833333,"potential bp",0.990732962,NA,262,""
263,218.0943892,4.22612517166667,"oxygen",0.958722136,NA,263,"""C08744,  C08979,  C09006"""
264,223.1699495,3.51052704333333,"bp",0.973482302,2,264,"CPD0-1159"
265,215.7905143,10.3083590016667,"potential bp",0.946843895,NA,265,""
266,180.0647845,7.03364511166667,"potential bp",0.981979476,NA,266,"""HMDB02825,  C13747,  CPD-12479,  3-7-DIMETHYLXANTHINE,  C07480,  HMDB01860,  HMDB01889,  C07130,  C07131,  1-7-DIMETHYLXANTHINE"""
267,134.0731705,4.37136885166667,"fragment?",0.952657182,NA,267,"""C01710,  1-INDANOL,  C15512,  CPD-6483,  CINNAMYL-ALC,  CPD-9933,  CPD-7233,  C16930,  C02394"""
268,284.2629106,3.62708034,"285.27-H2|C13 isotope #1",0.972958338,NA,268,""
269,144.0422703,7.018539125,"fragment?",0.906193172,NA,269,"""HMDB00522,  HMDB00393,  C01757,  C01758,  HMDB02266,  ADIPATE,  CPD-9549,  CPD-9435,  C00924,  C00923,  C00922,  C02930,  C02295"""
270,136.0386037,8.62526533666667,"bp",0.968329756,1,270,"""HMDB00157,  hypoxanthine,  CPD-9024,  CPD-9023,  CPD-9017,  StdMix2_1,  C00262,  HYPOXANTHINE"""
271,312.176271,3.55639514666667,"bp",0.992529295,1,271,""
272,119.9493025,11.823974845,"bp",0.953820544,1,272,""
273,293.0638169,4.857480935,"halogen (F) exchange (hydroxy)",0.961918959,NA,273,""
274,309.1061141,9.56106492333333,"bp",0.941840193,1,274,"""HMDB00773,  HMDB00230,  N-ACETYLNEURAMINATE,  C03526,  C03525,  StdMix2_74,  C00270"""
275,199.0343575,4.025369855,"multi-charged (2)",0.961664666,NA,275,""
276,304.2404903,3.61121706166667,"306.26-H2",0.980167731,NA,276,"""CPD-8727,  CPD-8715,  CPD-8710,  CPD-8706,  CPD-8692,  C11897,  arachidonic acid,  HMDB02177,  TAXA-42011-DIEN-5A13A-DIOL,  C15176,  C17920,  C15367,  eicosatetraenoic acid,  C15252,  HMDB06036,  C09124,  C14956,  HMDB01043,  C09057,  C14605,  C00219,  C14493"""
277,234.1908514,3.524047075,"232.18+H2",0.97755619,NA,277,""
278,135.0354441,9.13785353666667,"bp",0.972608732,1,278,"""CPD0-1570,  CPD-8826,  HMDB00742,  homocysteine,  StdMix3_23,  S-METHYL-L-CYSTEINE,  HMDB02108,  C05330,  StdMix2_22,  HOMO-CYS,  C00155"""
279,289.158746,3.81863289,"bp|C13 isotope #1",0.972351031,NA,279,""
280,242.2247784,3.69212920833333,"methylation (-H2O)",0.983727234,NA,280,"""HMDB00826,  CPD-10787,  C16665,  C16537"""
281,151.063339,6.47598257166667,"carbon monoxide",0.987307744,NA,281,"""C06804,  CPD0-1408,  HMDB12219,  HMDB02210,  CPD-2205,  D-PHENYLGLYCINE,  C03522,  C17756,  C17755,  C03005,  StdMix1_15,  CPD-10523,  HMDB01859,  R-MANDELAMIDE,  C07301,  CPD-1041,  C02709,  CPD-7669,  C04350,  C04353,  C16571"""
282,220.00426,6.81240886833333,"potential bp",0.946904897,NA,282,""
283,270.2559735,3.61787850666667,"268.24+H2",0.966025273,NA,283,"""HMDB02259,  C16995"""
284,132.078666,4.95825805,"fragment?",0.957343785,NA,284,"""HMDB10718,  C06103,  CPD-11898,  HMDB00409,  HMDB00525,  HMDB00624,  HMDB00665,  HMDB00746,  HMDB00317,  hydroxy(iso)caproic acid,  2-hydroxy-3-methylpentanoic acid,  C03499,  C03264,  2-ethyl-2-Hydroxybutyric acid,  C07835,  C07834,  HMDB01975,  HMDB01624"""
285,131.0663319,4.61523829833333,"bp|C13 isotope #1",0.986352689,NA,285,""
286,133.8751377,10.097537725,"fragment?",0.990737959,NA,286,""
287,190.0102084,4.16347262166667,"potential bp|N15 isotope #1",0.975538789,NA,287,""
288,400.0638677,4.03550369,"halogen (F) exchange (hydroxy)",0.972297792,NA,288,""
289,131.8964986,10.0381920216667,"fragment?",0.970319735,NA,289,""
290,240.0999399,6.93802837,"bp",0.937209808,1,290,""
291,348.8932776,21.0150093166667,"potential bp",0.989764079,NA,291,""
292,166.0994108,4.05970143333333,"bp",0.974970149,1,292,"""C11924,  C11940,  CPD-1902,  HMDB04586,  C03037,  C17690,  C17622,  C17824,  CPD-9978,  C09887,  C09896,  C09777,  C09791,  C09792,  C09841,  C14515,  1-34-DIMETHYLPHENYLETHANE-12-DIOL,  CPD-864,  CPD-744,  CPD-745,  C14351"""
293,85.99778579,21.0836257166667,"fragment?",0.99195527,NA,293,""
294,229.2122986,3.69120540666667,"227.20+H2",0.975541247,NA,294,""
295,264.1110187,7.02112179166667,"potential bp",0.959567906,NA,295,"""C04148,  HMDB04259,  HMDB06344,  C05642,  CPD-12022,  C05597"""
296,175.0715259,4.25896644,"177.09-H2",0.956367739,NA,296,""
297,146.0215259,10.7144582733333,"bp",0.971117921,1,297,"""C06030,  C06316,  HMDB00208,  C03716,  2-ketoglutaric acid,  R-2-HYDROXYGLUTARATE,  CPD-7066,  S-CITRAMALATE,  C05407,  C05406,  CPD-381,  StdMix2_66,  C00026,  CPD-31,  2-KETOGLUTARATE"""
298,204.8762829,22.5760595,"bp",0.989940696,1,298,""
299,153.0426665,7.250688065,"+/-COCH2",0.990019343,NA,299,"""C06669,  C16235,  C11343,  C01270,  3-HYDROXY-ANTHRANILATE,  C07555,  HMDB01972,  HMDB01476,  C00632,  C02518,  C12107,  C12115,  CPD-702,  3-NITROBENZYL-ALCOHOL"""
300,151.9697782,21.18644635,"153.99-H2",0.995042706,NA,300,""
301,319.1244574,3.77875761833333,"potential bp",0.976206857,NA,301,""
302,130.0266627,7.25601107166667,"fragment?",0.990499375,NA,302,"""GLUTARATE,  glutaconic acid,  HMDB00634,  HMDB00620,  HMDB00749,  C01732,  HMDB02092,  CPD-2461,  itaconic acid,  C00433,  C00490,  StdMix3_7,  citraconic acid,  StdMix2_61,  CPD-654,  mesaconic acid,  C02800,  C02214,  C02226,  C02132"""
303,204.0094264,4.74476926,"fragment?",0.99162214,NA,303,""
304,166.0489651,7.587367705,"bp",0.988468459,1,304,"""HMDB10738,  7-METHYLXANTHINE,  HMDB01886,  HMDB01991,  CPD-9025,  3-METHYLXANTHINE,  C16353,  C16357,  C16358"""
305,886.5585706,3.56056630333333,"bp",0.98121496,1,305,"""HMDB09830,  HMDB09831,  HMDB09842,  HMDB09843,  HMDB09853,  HMDB09815,  HMDB09816,  HMDB09793,  HMDB09794,  HMDB09900,  HMDB09912,  HMDB09914,  HMDB09877,  HMDB09881,  HMDB09882,  HMDB09888,  HMDB09889,  HMDB09894,  GPI(38:4/2)"""
306,217.7879625,10.3108830133333,"potential bp",0.963257242,NA,306,""
307,158.0732068,4.25845779333333,"natural alkane chains",0.955827008,NA,307,"""C02909,  C14089"""
308,292.6336806,3.569423335,"bp|C13 isotope #1",0.962329985,NA,308,""
309,269.2118297,3.50981760333333,"potential bp",0.974408677,NA,309,"CPD-10512"
310,371.8762471,22.8439304833333,"potential bp",0.977622756,NA,310,""
311,326.1919127,3.502533785,"methylation (-H2O)",0.988974887,NA,311,""
312,171.0767306,4.255871985,"fragment?|C13 isotope #1",0.959081956,NA,312,""
